   ,COD_DOCUMENTO,DES_NOME_PREFERIDO,DES_NOMES_ALTERNATIVOS,DBMS_LOB.SUBSTR(S01.TXT_EMENTA
13078,575830,Lei nº 12.188 de 11/01/2010,LEI-12188-2010-01-11,"Institui a Política Nacional de Assistência Técnica e Extensão Rural para a Agricultura Familiar e Reforma Agrária - PNATER e o Programa Nacional de Assistência Técnica e Extensão Rural na Agricultura Familiar e na Reforma Agrária - PRONATER, altera a Lei nº 8.666, de 21 de junho de 1993, e dá outras providências."
13079,575946,Lei nº 12.304 de 02/08/2010,LEI-12304-2010-08-02,Autoriza o Poder Executivo a criar a empresa pública denominada Empresa Brasileira de Administração de Petróleo e Gás Natural S.A. - Pré-Sal Petróleo S.A. (PPSA) e dá outras providências.
13080,575945,Lei nº 12.303 de 02/08/2010,"LEI-12303-2010-08-02 , Lei do Teste da Orelhinha (2010)",Dispõe sobre a obrigatoriedade de realização do exame denominado Emissões Otoacústicas Evocadas.
13081,575916,Lei nº 12.274 de 24/06/2010,LEI-12274-2010-06-24,"Dispõe sobre a criação das Funções Comissionadas do INPI - FCINPI, a extinção de cargos em comissão do grupo DAS, e altera a Lei nº 11.526, de 4 de outubro de 2007, para dispor sobre a remuneração das FCINPI."
13082,575901,Lei nº 12.259 de 21/06/2010,LEI-12259-2010-06-21,"Dispõe sobre a criação de cargos efetivos, cargos em comissão e funções comissionadas nos Quadros de Pessoal da Justiça Militar da União."
13083,575955,Lei nº 12.313 de 19/08/2010,LEI-12313-2010-08-19,"Altera a Lei nº 7.210, de 11 de julho de 1984 - Lei de Execução Penal, para prever a assistência jurídica ao preso dentro do presídio e atribuir competências à Defensoria Pública."
13084,585320,Lei nº 12.323 de 15/09/2010,LEI-12323-2010-09-15,"Cria cargos no Quadro de Pessoal Permanente da Agência Nacional de Cinema - ANCINE, de que trata a Lei nº 10.871, de 20 de maio de 2004."
13085,585319,Lei nº 12.322 de 09/09/2010,"LEI-12322-2010-09-09 , Lei do Agravo (2010)","Transforma o agravo de instrumento interposto contra decisão que não admite recurso extraordinário ou especial em agravo nos próprios autos, alterando dispositivos da Lei nº 5.869, de 11 de janeiro de 1973 - Código de Processo Civil."
13086,575908,Lei nº 12.266 de 21/06/2010,LEI-12266-2010-06-21,Institui o Dia Nacional do Sistema Braille.
13087,575957,Lei nº 12.315 de 25/08/2010,LEI-12315-2010-08-25,"Transforma Funções Comissionadas Técnicas - FCT, criadas pelo art. 58 da Medida Provisória nº 2.229-43, de 6 de setembro de 2001, em cargos do Grupo-Direção e Assessoramento Superiores - DAS, em Gratificações de Exercício em Cargo de Confiança devida a militares e em Gratificações de Representação pelo Exercício de Função devidas a militares."
13088,585324,Lei nº 12.327 de 15/09/2010,LEI-12327-2010-09-15,"Denomina Rodovia João Paulo II o trecho da BR-267 entre as cidades de Rio Brilhante e Porto Murtinho, no Estado de Mato Grosso do Sul."
13089,575892,Lei nº 12.250 de 11/06/2010,LEI-12250-2010-06-11,Dispõe sobre a criação de cargos de provimento efetivo no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 24ª Região e dá outras providências.
13090,585355,Lei nº 12.358 de 29/12/2010,LEI-12358-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento, Indústria e Comércio Exterior, crédito especial no valor de R$ 515.000,00, para o fim que especifica."
13091,575880,Lei nº 12.238 de 19/05/2010,LEI-12238-2010-05-19,"Confere ao Município de Ipê, no Estado do Rio Grande do Sul, o título de Capital Nacional da Agricultura Ecológica."
13092,575951,Lei nº 12.309 de 09/08/2010,"LEI-12309-2010-08-09 , Lei de Diretrizes Orçamentárias (LDO) (2011)",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2011 e dá outras providências.
13093,575896,Lei nº 12.254 de 15/06/2010,LEI-12254-2010-06-15,"Dispõe sobre o reajuste dos benefícios mantidos pela Previdência Social em 2010 e 2011 e altera a Lei nº 8.213, de 24 de julho de 1991."
13094,575944,Lei nº 12.302 de 02/08/2010,LEI-12302-2010-08-02,Regulamenta o exercício da profissão de Instrutor de Trânsito.
13095,575840,Lei nº 12.198 de 14/01/2010,LEI-12198-2010-01-14,Dispõe sobre o exercício da profissão de Repentista.
13096,575900,Lei nº 12.258 de 15/06/2010,"LEI-12258-2010-06-15 , Lei da Tornozeleira Eletrônica (2010)","Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e a Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para prever a possibilidade de utilização de equipamento de vigilância indireta pelo condenado nos casos em que especifica."
13097,585369,Lei nº 12.372 de 30/12/2010,LEI-12372-2010-12-30,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios de Minas e Energia, dos Transportes e das Comunicações, crédito suplementar no valor global de R$ 143.889.904,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13098,575924,Lei nº 12.282 de 05/07/2010,LEI-12282-2010-07-05,"Confere ao Município de Imbituba, Estado de Santa Catarina, o título de Capital Nacional da Baleia Franca."
13099,585338,Lei nº 12.341 de 01/12/2010,LEI-12341-2010-12-01,"Define prioridades para a destinação de produtos de origem animal e vegetal apreendidos na forma da lei, alterando as Leis nºs 7.889, de 23 de novembro de 1989, e 9.972, de 25 de maio de 2000."
13100,575873,Lei nº 12.231 de 22/04/2010,LEI-12231-2010-04-22,Autoriza o Poder Executivo a doar área para a instalação da Delegação Especial Palestina e dá outras providências.
13101,575837,Lei nº 12.195 de 14/01/2010,LEI-12195-2010-01-14,"Altera o art. 990 da Lei nº 5.869, de 11 de janeiro de 1973 (Código de Processo Civil), para assegurar ao companheiro sobrevivente o mesmo tratamento legal conferido ao cônjuge supérstite, quanto à nomeação do inventariante."
13102,585360,Lei nº 12.363 de 29/12/2010,LEI-12363-2010-12-29,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor dos Ministérios da Educação e da Cultura e de Operações Oficiais de Crédito, crédito suplementar no valor global de R$ 1.215.768.767,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13103,575915,Lei nº 12.273 de 24/06/2010,LEI-12273-2010-06-24,Dispõe sobre a criação de cargos de provimento efetivo no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 15a Região e dá outras providências.
13104,575870,Lei nº 12.228 de 13/04/2010,LEI-12228-2010-04-13,"Denomina Aeroporto Internacional de Belém/ Val-de-Cans/Júlio Cezar Ribeiro o aeroporto internacional de Belém (Val-de-Cans), no Estado do Pará, e dá outras providências."
13105,575943,Lei nº 12.301 de 28/07/2010,LEI-12301-2010-07-28,Declara o Centro Luiz Gonzaga de Tradições Nordestinas - Feira Nordestina de São Cristóvão Patrimônio Cultural Imaterial do Brasil.
13106,575881,Lei nº 12.239 de 19/05/2010,LEI-12239-2010-05-19,"Abre crédito extraordinário, em favor da Presidência da República, dos Ministérios da Agricultura, Pecuária e Abastecimento, das Relações Exteriores, da Saúde, da Defesa, da Integração Nacional e das Cidades e de Transferências a Estados, Distrito Federal e Municípios, no valor global de R$ 1.374.057.000,00, para os fins que especifica."
13107,575864,Lei nº 12.222 de 12/04/2010,LEI-12222-2010-04-12,"Denomina Rodovia Luiz Otacílio Correia o trecho da rodovia BR-230, entre as cidades de Lavras da Mangabeira e Várzea Alegre, no Estado do Ceará."
13108,575913,Lei nº 12.271 de 24/06/2010,LEI-12271-2010-06-24,Autoriza o Poder Executivo a doar 3 (três) aeronaves T-27 TUCANO à República do Paraguai.
13109,575875,Lei nº 12.233 de 05/05/2010,LEI-12233-2010-05-05,"Abre crédito extraordinário, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento, da Educação, da Saúde, dos Transportes e da Integração Nacional, no valor global de R$ 742.000.000,00 (setecentos e quarenta e dois milhões de reais), para os fins que especifica."
13110,575869,Lei nº 12.227 de 12/04/2010,LEI-12227-2010-04-12,Cria o Relatório Anual Socioeconômico da Mulher.
13111,575883,Lei nº 12.241 de 24/05/2010,LEI-12241-2010-05-24,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Agricultura, Pecuária e Abastecimento, crédito suplementar no valor de R$ 90.000.000,00, para reforço de dotação constante da Lei Orçamentária vigente."
13112,575832,Lei nº 12.190 de 13/01/2010,LEI-12190-2010-01-13,"Concede indenização por dano moral às pessoas com deficiência física decorrente do uso da talidomida, altera a Lei nº 7.070, de 20 de dezembro de 1982, e dá outras providências."
13113,575865,Lei nº 12.223 de 12/04/2010,LEI-12223-2010-04-12,"Denomina Viaduto Governador Henrique Santillo o viaduto localizado no Km 432 da BR-153, no Município de Anápolis, Estado de Goiás."
13114,585354,Lei nº 12.357 de 29/12/2010,LEI-12357-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor da Justiça do Trabalho, crédito suplementar no valor de R$ 7.480.000,00, para reforço de dotação constante da Lei Orçamentária vigente."
13115,575847,Lei nº 12.205 de 19/01/2010,LEI-12205-2010-01-19,"Confere ao Município de Nova Petrópolis no Estado do Rio Grande do Sul, o título de Capital Nacional do Cooperativismo."
13116,585373,Lei nº 12.376 de 30/12/2010,LEI-12376-2010-12-30,"Altera a ementa do Decreto-Lei nº 4.657, de 4 de setembro de 1942."
13117,575954,Lei nº 12.312 de 19/08/2010,LEI-12312-2010-08-19,"Cria cargos de Técnico de Laboratório e de Auxiliar de Laboratório no Quadro de Pessoal do Ministério da Agricultura, Pecuária e Abastecimento."
13118,575941,Lei nº 12.299 de 27/07/2010,"LEI-12299-2010-07-27 , Lei dos Torcedores (2010) , Estatuto do Torcedor (2010)","Dispõe sobre medidas de prevenção e repressão aos fenômenos de violência por ocasião de competições esportivas; altera a Lei nº 10.671, de 15 de maio de 2003; e dá outras providências."
13119,575891,Lei nº 12.249 de 11/06/2010,LEI-12249-2010-06-11,"Institui o Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura da Indústria Petrolífera nas Regiões Norte, Nordeste e Centro-Oeste - REPENEC; cria o Programa Um Computador por Aluno - PROUCA e institui o Regime Especial de Aquisição de Computadores para Uso Educacional - RECOMPE; prorroga benefícios fiscais; constitui fonte de recursos adicional aos agentes financeiros do Fundo da Marinha Mercante - FMM para financiamentos de projetos aprovados pelo Conselho Diretor do Fundo da Marinha Mercante - CDFMM; institui o Regime Especial para a Indústria Aeronáutica Brasileira - RETAERO; dispõe sobre a Letra Financeira e o Certificado de Operações Estruturadas; ajusta o Programa Minha Casa Minha Vida - PMCMV; altera as Leis nºs 8.248, de 23 de outubro de 1991, 8.387, de 30 de dezembro de 1991, 11.196, de 21 de novembro de 2005, 10.865, de 30 de abril de 2004, 11.484, de 31 de maio de 2007, 11.488, de 15 de junho de 2007, 9.718, de 27 de novembro de 1998, 9.430, de 27 de dezembro de 1996, 11.948, de 16 de junho de 2009, 11.977, de 7 de julho de 2009, 11.326, de 24 de julho de 2006, 11.941, de 27 de maio de 2009, 5.615, de 13 de outubro de 1970, 9.126, de 10 de novembro de 1995, 11.110, de 25 de abril de 2005, 7.940, de 20 de dezembro de 1989, 9.469, de 10 de julho de 1997, 12.029, de 15 de setembro de 2009, 12.189, de 12 de janeiro de 2010, 11.442, de 5 de janeiro de 2007, 11.775, de 17 de setembro de 2008, os Decretos-Leis nºs 9.295, de 27 de maio de 1946, 1.040, de 21 de outubro de 1969, e a Medida Provisória nº 2.158-35, de 24 de agosto de 2001; revoga as Leis nºs 7.944, de 20 de dezembro de 1989, 10.829, de 23 de dezembro de 2003, o Decreto-Lei nº 423, de 21 de janeiro de 1969; revoga dispositivos das Leis nºs 8.003, de 14 de março de 1990, 8.981, de 20 de janeiro de 1995, 5.025, de 10 de junho de 1966, 6.704, de 26 de outubro de 1979, 9.503, de 23 de setembro de 1997; e dá outras providências."
13120,585368,Lei nº 12.371 de 30/12/2010,LEI-12371-2010-12-30,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios da Justiça e da Defesa, crédito suplementar no valor global de R$ 198.044.589,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13121,575933,Lei nº 12.291 de 20/07/2010,LEI-12291-2010-07-20,Torna obrigatória a manutenção de exemplar do Código de Defesa do Consumidor nos estabelecimentos comerciais e de prestação de serviços.
13122,575938,Lei nº 12.296 de 20/07/2010,LEI-12296-2010-07-20,"Abre ao Orçamento Fiscal da União, em favor do Ministério do Planejamento, Orçamento e Gestão, crédito suplementar no valor de R$ 285.737.582,00, para reforço de dotação constante da Lei Orçamentária vigente."
13123,575912,Lei nº 12.270 de 24/06/2010,LEI-12270-2010-06-24,"Dispõe sobre medidas de suspensão de concessões ou outras obrigações do País relativas aos direitos de propriedade intelectual e outros, em casos de descumprimento de obrigações do Acordo Constitutivo da Organização Mundial do Comércio."
13124,585364,Lei nº 12.367 de 29/12/2010,LEI-12367-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor do Ministério do Desenvolvimento Agrário, crédito suplementar no valor de R$ 530.721.000,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13125,575858,Lei nº 12.216 de 11/03/2010,LEI-12216-2010-03-11,"Altera os arts. 1º, 11, 16 e 17 e acrescenta os arts. 7º-A e 7º-B à Lei nº 9.519, de 26 de novembro de 1997, que dispõe sobre a reestruturação dos Corpos e Quadros de Oficiais e de Praças da Marinha."
13126,575917,Lei nº 12.275 de 29/06/2010,LEI-12275-2010-06-29,"Altera a redação do inciso I do § 5º do art. 897 e acresce § 7º ao art. 899, ambos da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943."
13127,575907,Lei nº 12.265 de 21/06/2010,LEI-12265-2010-06-21,Promove post mortem o diplomata Marcus Vinícius da Cruz de Mello Moraes.
13128,575848,Lei nº 12.206 de 19/01/2010,LEI-12206-2010-01-19,Institui o Dia Nacional da Baiana de Acarajé.
13129,575888,Lei nº 12.246 de 27/05/2010,LEI-12246-2010-05-27,"Altera dispositivos da Lei nº 4.886, de 9 de dezembro de 1965, que regula as atividades dos representantes comerciais autônomos, para dispor sobre fixação do valor das anuidades, taxas e emolumentos devidos pelos profissionais da categoria e pelas pessoas naturais e jurídicas aos Conselhos Regionais dos Representantes Comerciais em que estão registrados."
13130,585325,Lei nº 12.328 de 15/09/2010,LEI-12328-2010-09-15,Institui o Dia Nacional do Evangélico a ser comemorado no dia 30 de novembro de cada ano.
13131,575927,Lei nº 12.285 de 06/07/2010,LEI-12285-2010-07-06,"Confere ao Município de Apucarana, no Estado do Paraná, o título de Capital Nacional do Boné."
13132,585337,Lei nº 12.340 de 01/12/2010,LEI-12340-2010-12-01,"Dispõe sobre o Sistema Nacional de Defesa Civil - SINDEC, sobre as transferências de recursos para ações de socorro, assistência às vítimas, restabelecimento de serviços essenciais e reconstrução nas áreas atingidas por desastre, e sobre o Fundo Especial para Calamidades Públicas, e dá outras providências."
13133,585361,Lei nº 12.364 de 29/12/2010,LEI-12364-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios do Planejamento, Orçamento e Gestão e das Cidades, crédito suplementar no valor global de R$ 10.817.170,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13134,575923,Lei nº 12.281 de 05/07/2010,LEI-12281-2010-07-05,Institui a Medalha Sérgio Vieira de Mello.
13135,585363,Lei nº 12.366 de 29/12/2010,LEI-12366-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Justiça e de Operações Oficiais de Crédito, crédito especial no valor global de R$ 163.800.000,00, para os fins que especifica, e dá outras providências."
13136,585341,Lei nº 12.344 de 09/12/2010,LEI-12344-2010-12-09,"Altera a redação do inciso II do art. 1.641 da Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para aumentar para 70 (setenta) anos a idade a partir da qual se torna obrigatório o regime da separação de bens no casamento."
13137,585323,Lei nº 12.326 de 15/09/2010,LEI-12326-2010-09-15,Inscreve o nome de Getúlio Dornelles Vargas no Livro dos Heróis da Pátria.
13138,575894,Lei nº 12.252 de 11/06/2010,LEI-12252-2010-06-11,Dispõe sobre a criação de cargos de provimento efetivo e em comissão e de funções comissionadas no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 8ª Região e dá outras providências.
13139,585315,Lei nº 12.318 de 26/08/2010,"LEI-12318-2010-08-26 , Lei da Alienação Parental (2010)","Dispõe sobre a alienação parental e altera o art. 236 da Lei nº 8.069, de 13 de julho de 1990."
13140,585372,Lei nº 12.375 de 30/12/2010,LEI-12375-2010-12-30,"Altera a Lei nº 10.683, de 28 de maio de 2003; transforma Funções Comissionadas Técnicas em cargos em comissão, criadas pela Medida Provisória nº 2.229-43, de 6 de setembro de 2001; altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e as Leis nºs 8.460, de 17 de setembro de 1992, 12.024, de 27 de agosto de 2009, 10.833, de 29 de dezembro de 2003, 11.371, de 28 de novembro de 2006, 12.249, de 11 de junho de 2.010, 11.941, de 27 de maio de 2009, 8.685, de 20 de julho de 1993, 10.406, de 10 de janeiro de 2002, 3.890-A, de 25 de abril de 1961, 10.848, de 15 de março de 2004, 12.111, de 9 de dezembro de 2009, e 11.526, de 4 de outubro de 2007; revoga dispositivo da Lei nº 8.162, de 8 de janeiro de 1991; e dá outras providências."
13141,585367,Lei nº 12.370 de 29/12/2010,LEI-12370-2010-12-29,"Abre aos Orçamentos Fiscal e de Investimento da União, em favor da Câmara dos Deputados, do Senado Federal, das Justiças Federal, Eleitoral e do Trabalho, da Presidência da República, do Ministério do Desenvolvimento, Indústria e Comércio Exterior e do Ministério Público da União, crédito especial no valor global de R$ 160.510.878,00, para os fins que especifica, e dá outras providências."
13142,585343,Lei nº 12.346 de 09/12/2010,LEI-12346-2010-12-09,"Altera a Lei nº 9.615, de 24 de março de 1998, de forma a obrigar a realização de exames periódicos para avaliar a saúde dos atletas e prever a disponibilização de equipes de atendimento de emergência em competições profissionais."
13143,575939,Lei nº 12.297 de 20/07/2010,LEI-12297-2010-07-20,"Abre ao Orçamento Fiscal da União, em favor do Ministério do Esporte, crédito especial no valor de R$ 554.400.000,00, para os fins que especifica, e dá outras providências."
13144,575926,Lei nº 12.284 de 05/07/2010,LEI-12284-2010-07-05,Inscreve o nome do Padre José de Anchieta no Livro dos Heróis da Pátria.
13145,575861,Lei nº 12.219 de 31/03/2010,LEI-12219-2010-03-31,"Altera o art. 73 da Lei nº 11.343, de 23 de agosto de 2006, para permitir que a União possa celebrar convênios com os Estados e o Distrito Federal visando à prevenção e repressão do tráfico ilícito e do uso indevido de drogas, e com os Municípios com o objetivo de prevenir o seu uso indevido, e possibilitar a atenção e reinserção social de usuários e dependentes de drogas."
13146,585331,Lei nº 12.334 de 20/09/2010,LEI-12334-2010-09-20,"Estabelece a Política Nacional de Segurança de Barragens destinadas à acumulação de água para quaisquer usos, à disposição final ou temporária de rejeitos e à acumulação de resíduos industriais, cria o Sistema Nacional de Informações sobre Segurança de Barragens e altera a redação do art. 35 da Lei nº 9.433, de 8 de janeiro de 1997, e do art. 4º da Lei nº 9.984, de 17 de julho de 2000."
13147,585342,Lei nº 12.345 de 09/12/2010,LEI-12345-2010-12-09,Fixa critério para instituição de datas comemorativas.
13148,575860,Lei nº 12.218 de 30/03/2010,LEI-12218-2010-03-30,"Altera as Leis nº 9.440, de 14 de março de 1997, e 9.826, de 23 de agosto de 1999, que estabelecem incentivos fiscais para o desenvolvimento regional."
13149,575904,Lei nº 12.262 de 21/06/2010,LEI-12262-2010-06-21,Dispõe sobre a criação de cargos de provimento efetivo no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 3ª Região e dá outras providências.
13150,575902,Lei nº 12.260 de 21/06/2010,LEI-12260-2010-06-21,"Reconhece a responsabilidade do Estado brasileiro pela destruição, no ano de 1964, da sede da União Nacional dos Estudantes - UNE, localizada no Município do Rio de Janeiro, e dá outras providências."
13151,575922,Lei nº 12.280 de 30/06/2010,LEI-12280-2010-06-30,"Dispõe sobre a criação de cargos em comissão do Grupo-Direção e Assessoramento Superiores (DAS), destinados ao Ministério das Relações Exteriores, e dá nova redação ao inciso XIX do art. 29 da Lei nº 10.683, de 28 de maio de 2003, para aumentar de 7 (sete) para 9 (nove) o número de Subsecretarias-Gerais da Secretaria-Geral das Relações Exteriores daquela mesma Pasta."
13152,575921,Lei nº 12.279 de 30/06/2010,LEI-12279-2010-06-30,"Transforma cargos vagos das Carreiras da Previdência, da Saúde e do Trabalho, estruturada pela Lei nº 11.355, de 19 de outubro de 2006, e da Seguridade Social e do Trabalho, estruturada pela Lei nº 10.483, de 3 de julho de 2002, em cargos do Plano de Carreiras de que trata a Lei nº 8.691, de 28 de julho de 1993, do Plano de Carreiras e Cargos do Instituto Nacional de Propriedade Industrial - INPI, de que trata a Lei nº 11.355, de 19 de outubro de 2006, e do Plano Especial de Cargos da Cultura, de que trata a Lei nº 11.233, de 22 de dezembro de 2005; altera a Lei no 8.691, de 28 de julho de 1993; e dá outras providências."
13153,575885,Lei nº 12.243 de 24/05/2010,LEI-12243-2010-05-24,"Altera o art. 1º da Lei nº 11.320, de 6 de julho de 2006, que fixa os efetivos do Comando da Aeronáutica em tempo de paz, para criar cargos no âmbito dessa Força."
13154,575893,Lei nº 12.251 de 11/06/2010,LEI-12251-2010-06-11,Dispõe sobre a criação de cargos de provimento efetivo e em comissão e de funções comissionadas no Quadro de Pessoal da Secretaria do Tribunal Regional do Trabalho da 21ª Região e dá outras providências.
13155,585375,Lei nº 12.378 de 31/12/2010,LEI-12378-2010-12-31,Regulamenta o exercício da Arquitetura e Urbanismo; cria o Conselho de Arquitetura e Urbanismo do Brasil - CAU/BR e os Conselhos de Arquitetura e Urbanismo dos Estados e do Distrito Federal - CAUs; e dá outras providências.
13156,575856,Lei nº 12.214 de 26/01/2010,"LEI-12214-2010-01-26 , Lei Orçamentária Anual (LOA) (2010)",Estima a receita e fixa a despesa da União para o exercício financeiro de 2010.
13157,585362,Lei nº 12.365 de 29/12/2010,LEI-12365-2010-12-29,"Abre ao Orçamento Fiscal da União, em favor dos Ministérios do Meio Ambiente e da Integração Nacional, crédito especial no valor global de R$ 7.820.000,00, para os fins que especifica, e dá outras providências."
13158,575866,Lei nº 12.224 de 12/04/2010,LEI-12224-2010-04-12,Denomina a nova refinaria de petróleo de Pernambuco Refinaria Abreu e Lima.
13159,575930,Lei nº 12.288 de 20/07/2010,"LEI-12288-2010-07-20 , Estatuto da Igualdade Racial (2010)","Institui o Estatuto da Igualdade Racial; altera as Leis nºs 7.716, de 5 de janeiro de 1989, 9.029, de 13 de abril de 1995, 7.347, de 24 de julho de 1985, e 10.778, de 24 de novembro de 2003."
13160,575942,Lei nº 12.300 de 28/07/2010,LEI-12300-2010-07-28,"Altera o Plano de Carreira dos Servidores do Senado Federal, instituído pelas Resoluções do Senado Federal nºs 42 e 51, de 1993, e unificado pela Resolução do Senado Federal nº 7, de 2002, convalidada pela Lei nº 10.863, de 29 de abril de 2004."
13161,575949,Lei nº 12.307 de 06/08/2010,LEI-12307-2010-08-06,"Abre crédito extraordinário, em favor do Ministério da Educação e de Transferências a Estados, Distrito Federal e Municípios, no valor global de R$ 1.600.000.000,00, para os fins que especifica."
13162,575878,Lei nº 12.236 de 19/05/2010,LEI-12236-2010-05-19,"Altera o art. 723 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para adequá-lo às exigências da Lei Complementar nº 95, de 26 de fevereiro de 1998, que dispõe sobre a elaboração, a redação, a alteração e a consolidação das leis."
13163,585316,Lei nº 12.319 de 01/09/2010,LEI-12319-2010-09-01,Regulamenta a profissão de Tradutor e Intérprete da Língua Brasileira de Sinais - LIBRAS.
13164,575835,Lei nº 12.193 de 14/01/2010,LEI-12193-2010-01-14,Designa como Dia da Inovação o dia 19 de outubro.
13165,585326,Lei nº 12.329 de 15/09/2010,LEI-12329-2010-09-15,"Denomina Dr. Carlos Geraldo Valadares a ponte localizada na BR-352, sobre o rio São Francisco, na divisa dos Municípios de Martinho Campos e Abaeté, no Estado de Minas Gerais."
13166,575841,Lei nº 12.199 de 14/01/2010,LEI-12199-2010-01-14,Institui o Dia Nacional de Combate e Prevenção ao Escalpelamento.
13167,585345,Lei nº 12.348 de 15/12/2010,LEI-12348-2010-12-15,"Dispõe sobre o limite de endividamento de Municípios em operações de crédito destinadas ao financiamento de infraestrutura para a realização da Copa do Mundo Fifa 2014 e dos Jogos Olímpicos e Paraolímpicos de 2016, sobre imóveis oriundos da extinta Rede Ferroviária Federal S.A. - RFFSA, sobre dívidas referentes ao patrimônio imobiliário da União e sobre acordos envolvendo patrimônio imobiliário da União; transfere o domínio útil de imóveis para a Companhia Docas do Rio de Janeiro - CDRJ; altera a Medida Provisória nº 2.185-35, de 24 de agosto de 2001, e as Leis nºs 9.711, de 20 de novembro de 1998, 11.483, de 31 de maio de 2007, 9.702, de 17 de novembro de 1998, 10.666, de 8 de maio de 2003, e 9.469, de 10 de julho de 1997; e dá outras providências."
13168,575877,Lei nº 12.235 de 19/05/2010,LEI-12235-2010-05-19,Institui o Dia Nacional de Combate ao Dengue.
13169,575890,Lei nº 12.248 de 04/06/2010,LEI-12248-2010-06-04,"Abre ao Orçamento Fiscal da União, em favor do Ministério do Turismo, crédito suplementar no valor de R$ 442.723.360,00, para reforço de dotação constante da Lei Orçamentária vigente."
13170,585371,Lei nº 12.374 de 30/12/2010,LEI-12374-2010-12-30,"Abre ao Orçamento Fiscal da União, em favor do Ministério da Integração Nacional, crédito especial no valor de R$ 12.939.802,00, para os fins que especifica."
13171,575936,Lei nº 12.294 de 20/07/2010,LEI-12294-2010-07-20,"Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor da Presidência da República e dos Ministérios de Minas e Energia, dos Transportes, da Integração Nacional e das Cidades, crédito suplementar no valor global de R$ 3.470.962.700,00, para reforço de dotações constantes da Lei Orçamentária vigente."
13172,575868,Lei nº 12.226 de 12/04/2010,LEI-12226-2010-04-12,"Denomina Sebastião da Cunha e Castro o trecho da BR-356 entre a cidade de Ervália e a cidade de Muriaé, no Estado de Minas Gerais."
13173,575903,Lei nº 12.261 de 21/06/2010,LEI-12261-2010-06-21,"Acrescenta parágrafo único ao art. 1º da Lei nº 11.348, de 27 de setembro de 2006, para convalidar atos praticados por servidores e efeitos financeiros decorrentes do exercício das funções comissionadas de nível 02, criadas por ato administrativo interno do Tribunal Regional do Trabalho da 15ª Região."
13174,585329,Lei nº 12.332 de 15/09/2010,LEI-12332-2010-09-15,"Denomina Viaduto José Mendonça de Lima o viaduto da BR-153, Km 501,2, no Município de Goiânia, Estado de Goiás."
13175,585348,Lei nº 12.351 de 22/12/2010,"LEI-12351-2010-12-22 , Lei do Pré-Sal (2010)","Dispõe sobre a exploração e a produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos, sob o regime de partilha de produção, em áreas do pré-sal e em áreas estratégicas; cria o Fundo Social - FS e dispõe sobre sua estrutura e fontes de recursos; altera dispositivos da Lei nº 9.478, de 6 de agosto de 1997; e dá outras providências."
13176,575934,Lei nº 12.292 de 20/07/2010,LEI-12292-2010-07-20,Autoriza o Poder Executivo a realizar doação para a reconstrução de Gaza.
13177,585339,Lei nº 12.342 de 01/12/2010,LEI-12342-2010-12-01,"Altera a Lei nº 11.358, de 19 de outubro de 2006, no tocante ao subsídio dos Policiais Rodoviários Federais."
13178,575838,Lei nº 12.196 de 14/01/2010,LEI-12196-2010-01-14,"Altera a Lei nº 6.088, de 16 de julho de 1974, que dispõe sobre a criação da Companhia de Desenvolvimento do Vale do São Francisco - CODEVASF, e dá outras providências."
13179,575909,Lei nº 12.267 de 21/06/2010,LEI-12267-2010-06-21,Institui o Dia Nacional da Cidadania.
